date,open,high,low,close,volume,ticker
2024-03-15,159.62,161.96,157.72,160.18,118436064,AAPL
2024-03-18,163.09,164.95,162.74,164.54,102548485,AAPL
2024-03-19,165.01,165.18,163.67,164.46,113513988,AAPL
2024-03-20,165.14,166.76,163.28,163.91,116660248,AAPL
2024-03-21,159.29,161.94,158.53,161.65,46963722,AAPL
2024-03-22,162.78,163.71,161.97,162.36,117124769,AAPL
2024-03-25,163.41,163.68,163.06,163.11,25062156,AAPL
2024-03-26,163.24,165.16,158.7,161.34,89307459,AAPL
2024-03-27,162.54,162.55,159.97,161.36,102100427,AAPL
2024-03-28,159.25,162.6,157.21,161.41,79019752,AAPL
2024-03-29,172.34,173.4,170.11,170.71,111575680,AAPL
2024-04-01,171.64,172.5,169.01,169.5,41995249,AAPL
2024-04-02,171.96,174.53,171.4,172.83,72524353,AAPL
2024-04-03,176.7,176.88,173.85,174.0,58442005,AAPL
2024-04-04,172.49,175.15,171.51,173.86,45241817,AAPL
2024-04-05,175.09,176.53,173.23,175.04,48361148,AAPL
2024-04-08,174.87,176.66,174.15,176.1,42352310,AAPL
2024-04-09,178.68,178.89,175.2,176.12,77845953,AAPL
2024-04-10,177.23,177.76,174.92,175.56,32093927,AAPL
2024-04-11,176.08,177.53,174.5,174.67,54518038,AAPL
2024-04-12,173.76,175.88,171.78,173.76,94828727,AAPL
2024-04-15,174.68,175.77,174.44,174.6,50752205,AAPL
2024-04-16,175.7,177.93,172.47,174.4,68434040,AAPL
2024-04-17,177.16,177.37,175.09,177.06,20284993,AAPL
2024-04-18,181.65,183.28,179.99,180.9,32771932,AAPL
2024-04-19,182.08,185.38,179.86,180.86,48645693,AAPL
2024-04-22,179.99,181.07,179.27,180.15,118621188,AAPL
2024-04-23,184.68,185.25,183.5,183.89,29790750,AAPL
2024-04-24,183.89,184.95,182.9,183.81,102057170,AAPL
2024-04-25,182.82,184.84,182.1,184.5,82013666,AAPL
2024-04-26,186.61,186.84,182.25,183.54,38857876,AAPL
2024-04-29,184.08,185.19,182.76,184.02,58535828,AAPL
2024-04-30,187.76,189.43,185.9,187.77,88426845,AAPL
2024-05-01,189.92,190.98,186.71,190.45,65513449,AAPL
2024-05-02,186.29,187.49,184.66,187.44,49328550,AAPL
2024-05-03,184.28,187.48,183.43,185.15,54330945,AAPL
2024-05-06,186.29,187.19,183.58,184.13,59779898,AAPL
2024-05-07,184.64,185.2,182.82,183.4,104123402,AAPL
2024-05-08,185.83,186.26,184.89,185.46,90042717,AAPL
2024-05-09,181.52,182.51,179.42,179.69,22033521,AAPL
2024-05-10,183.66,184.1,180.05,183.34,118168210,AAPL
2024-05-13,180.31,180.33,179.55,180.29,33633435,AAPL
2024-05-14,184.07,186.59,181.93,183.25,65370673,AAPL
2024-05-15,181.06,181.23,177.76,179.9,65416703,AAPL
2024-05-16,178.55,179.47,177.97,179.45,71303624,AAPL
2024-05-17,180.98,183.2,180.67,181.93,87087829,AAPL
2024-05-20,183.27,183.99,181.49,182.13,80054180,AAPL
2024-05-21,188.27,188.53,184.52,185.49,83392433,AAPL
2024-05-22,193.11,195.07,191.92,192.78,98166287,AAPL
2024-05-23,189.68,191.64,188.02,191.39,116165518,AAPL
2024-05-24,189.98,190.62,188.32,188.71,28032483,AAPL
2024-05-27,185.47,186.1,185.01,185.52,110739909,AAPL
2024-05-28,181.37,182.96,180.9,181.45,55033807,AAPL
2024-05-29,178.25,181.45,176.35,180.82,34168647,AAPL
2024-05-30,179.45,179.76,176.0,176.6,24356475,AAPL
2024-05-31,170.47,171.39,169.36,169.77,76429229,AAPL
2024-06-03,166.57,170.48,165.48,168.21,35691396,AAPL
2024-06-04,169.57,173.39,168.42,172.45,107876289,AAPL
2024-06-05,175.14,178.81,172.52,173.24,20796188,AAPL
2024-06-06,168.95,171.28,167.8,169.99,91581061,AAPL
2024-06-07,166.29,169.6,165.95,167.84,32095785,AAPL
2024-06-10,167.95,170.31,166.45,169.99,72991652,AAPL
2024-06-11,169.41,171.29,168.75,170.61,52984617,AAPL
2024-06-12,169.95,170.26,169.34,169.64,73760871,AAPL
2024-06-13,173.42,177.85,171.42,172.63,46634048,AAPL
2024-06-14,174.25,175.27,173.42,173.5,118420620,AAPL
2024-06-17,173.19,174.63,172.48,172.57,107860135,AAPL
2024-06-18,172.17,173.98,169.93,172.65,98935668,AAPL
2024-06-19,173.98,174.78,172.34,173.56,59809893,AAPL
2024-06-20,176.47,177.17,175.11,177.03,83305532,AAPL
2024-06-21,176.58,178.6,172.55,174.25,67897162,AAPL
2024-06-24,173.28,174.42,171.24,173.99,74199938,AAPL
2024-06-25,174.14,175.9,173.31,173.31,105795407,AAPL
2024-06-26,166.45,168.58,165.71,168.22,36229759,AAPL
2024-06-27,167.82,168.39,166.0,166.61,92687428,AAPL
2024-06-28,162.92,164.25,161.95,162.7,58353044,AAPL
2024-07-01,163.59,164.0,161.94,163.05,89826779,AAPL
2024-07-02,163.48,164.14,160.61,162.64,113367933,AAPL
2024-07-03,163.85,166.03,163.06,163.42,66135624,AAPL
2024-07-04,164.78,165.77,163.96,164.13,94362541,AAPL
2024-07-05,161.03,162.27,158.41,160.25,59096301,AAPL
2024-07-08,159.43,160.94,159.06,160.28,78602402,AAPL
2024-07-09,162.01,162.75,161.18,161.43,88814837,AAPL
2024-07-10,164.01,164.52,163.77,163.78,91726912,AAPL
2024-07-11,162.37,164.17,161.55,163.9,34726538,AAPL
2024-07-12,164.7,165.56,160.94,162.48,26846533,AAPL
2024-07-15,163.23,163.23,162.51,163.13,93364186,AAPL
2024-07-16,166.98,168.69,164.31,166.51,22687654,AAPL
2024-07-17,166.83,168.02,165.36,167.16,76408761,AAPL
2024-07-18,163.29,163.42,162.54,163.01,67983588,AAPL
2024-07-19,164.91,166.26,162.12,164.29,21556423,AAPL
2024-07-22,164.93,167.57,163.53,164.46,87442315,AAPL
2024-07-23,165.68,167.24,164.53,164.56,87689038,AAPL
2024-07-24,161.21,163.61,159.48,163.59,55241479,AAPL
2024-07-25,166.38,167.39,162.91,163.75,111404590,AAPL
2024-07-26,165.55,165.82,162.06,164.06,107204875,AAPL
2024-07-29,160.73,160.98,159.1,160.6,25732328,AAPL
2024-07-30,162.37,162.98,161.94,162.62,79934273,AAPL
2024-07-31,161.03,163.89,159.81,161.96,72720953,AAPL
2024-08-01,159.8,162.42,156.79,161.7,72532535,AAPL
2024-08-02,161.69,163.39,159.05,160.81,90878668,AAPL
2024-08-05,166.48,168.88,163.96,164.36,70638771,AAPL
2024-08-06,166.22,167.58,166.19,166.99,98068209,AAPL
2024-08-07,171.39,172.92,170.71,170.81,33371811,AAPL
2024-08-08,166.18,170.79,164.9,170.08,99379141,AAPL
2024-08-09,165.6,167.92,164.58,166.64,59850068,AAPL
2024-08-12,165.92,168.25,163.38,165.97,97013514,AAPL
2024-08-13,167.61,169.04,166.61,168.87,72300511,AAPL
2024-08-14,173.41,175.05,170.09,172.17,67725099,AAPL
2024-08-15,170.06,171.26,169.4,170.02,37159863,AAPL
2024-08-16,171.4,173.81,170.37,173.37,44674256,AAPL
2024-08-19,171.74,173.8,168.77,169.72,31696732,AAPL
2024-08-20,167.21,169.98,166.56,169.52,64662110,AAPL
2024-08-21,171.81,172.33,167.85,169.85,81332054,AAPL
2024-08-22,175.27,175.59,173.59,173.76,56079645,AAPL
2024-08-23,170.03,170.78,167.13,168.95,89090859,AAPL
2024-08-26,167.36,168.2,164.78,165.27,79041012,AAPL
2024-08-27,158.15,160.49,156.81,159.66,27914683,AAPL
2024-08-28,157.03,157.48,155.38,157.28,68873373,AAPL
2024-08-29,153.44,154.15,151.91,152.53,35912040,AAPL
2024-08-30,153.91,154.23,152.93,153.42,47046838,AAPL
2024-09-02,152.82,153.52,150.4,150.72,37822711,AAPL
2024-09-03,150.01,151.32,148.16,149.13,76870306,AAPL
2024-09-04,152.93,154.84,150.53,153.83,51759468,AAPL
2024-09-05,153.63,155.68,152.45,154.92,116651333,AAPL
2024-09-06,154.61,157.78,153.19,153.61,70463760,AAPL
2024-09-09,153.89,155.02,153.03,154.83,53067699,AAPL
2024-09-10,156.3,159.19,155.11,156.28,41163574,AAPL
2024-09-11,157.75,159.52,156.98,159.11,55794709,AAPL
2024-09-12,158.25,158.47,154.45,157.32,28296134,AAPL
2024-09-13,158.68,159.46,156.71,157.93,47832842,AAPL
2024-09-16,155.88,158.22,154.68,157.9,51374914,AAPL
2024-09-17,156.92,158.56,155.3,157.66,113996756,AAPL
2024-09-18,156.27,158.02,154.4,156.62,41892490,AAPL
2024-09-19,158.28,159.28,156.77,158.59,103401544,AAPL
2024-09-20,160.13,160.65,157.88,160.39,59143611,AAPL
2024-09-23,156.39,158.27,155.7,156.6,104197040,AAPL
2024-09-24,153.72,155.27,153.63,154.91,80830351,AAPL
2024-09-25,155.24,155.64,154.03,154.66,65939711,AAPL
2024-09-26,155.54,157.86,155.41,156.55,87938514,AAPL
2024-09-27,154.48,157.64,153.58,157.12,56792745,AAPL
2024-09-30,158.43,159.73,157.95,159.21,87023013,AAPL
2024-10-01,158.86,159.03,158.58,158.75,77891546,AAPL
2024-10-02,158.46,159.07,156.24,157.51,60578598,AAPL
2024-10-03,156.38,161.34,153.84,157.99,92507959,AAPL
2024-10-04,161.57,161.92,161.18,161.26,88674021,AAPL
2024-10-07,159.24,162.2,158.06,159.67,47818106,AAPL
2024-10-08,160.69,161.33,158.11,158.75,113295990,AAPL
2024-10-09,156.89,158.5,154.69,157.05,91848994,AAPL
2024-10-10,157.11,157.31,156.68,156.82,33756877,AAPL
2024-10-11,161.44,161.77,158.17,159.17,62506995,AAPL
2024-10-14,158.03,159.85,157.87,159.19,69845451,AAPL
2024-10-15,154.88,161.0,153.02,158.78,74572007,AAPL
2024-10-16,154.92,158.84,152.43,157.88,90924278,AAPL
2024-10-17,152.75,157.05,152.55,155.05,108769774,AAPL
2024-10-18,153.51,155.23,153.08,154.43,61228893,AAPL
2024-10-21,146.29,148.76,145.17,147.94,67312978,AAPL
2024-10-22,149.72,150.09,146.76,148.5,24478467,AAPL
2024-10-23,147.21,148.67,146.62,147.21,35711414,AAPL
2024-10-24,148.53,149.42,147.93,148.39,28511312,AAPL
2024-10-25,148.53,152.2,147.74,148.48,103152772,AAPL
2024-10-28,146.48,149.28,146.03,148.39,109867169,AAPL
2024-10-29,149.94,151.07,145.79,146.55,31837871,AAPL
2024-10-30,150.14,152.67,147.99,148.66,50511225,AAPL
2024-10-31,152.17,152.66,148.51,150.69,59092244,AAPL
2024-11-01,147.68,148.7,147.07,147.82,57616530,AAPL
2024-11-04,146.93,150.39,146.36,148.11,95643143,AAPL
2024-11-05,150.31,151.76,149.52,151.6,50900451,AAPL
2024-11-06,154.08,156.01,150.33,152.05,102299127,AAPL
2024-11-07,151.26,152.16,149.26,149.92,111210285,AAPL
2024-11-08,146.0,146.41,144.56,145.76,52776302,AAPL
2024-11-11,147.88,150.26,146.09,148.85,41471784,AAPL
2024-11-12,146.29,146.41,145.77,145.91,100286503,AAPL
2024-11-13,142.14,142.85,140.85,141.59,37883543,AAPL
2024-11-14,142.93,144.9,142.29,143.85,41651957,AAPL
2024-11-15,144.44,145.24,143.59,145.12,35539661,AAPL
2024-11-18,144.59,146.76,143.95,145.23,119536323,AAPL
2024-11-19,145.44,146.51,144.51,146.09,106734765,AAPL
2024-11-20,144.15,148.81,143.77,145.87,60677511,AAPL
2024-11-21,145.42,147.94,144.98,146.97,43055217,AAPL
2024-11-22,149.32,151.46,146.51,147.14,86033855,AAPL
2024-11-25,148.9,150.13,147.3,147.6,101149576,AAPL
2024-11-26,147.81,147.86,146.5,147.66,100857640,AAPL
2024-11-27,148.45,150.4,147.09,148.9,23345657,AAPL
2024-11-28,146.56,147.51,144.86,147.39,48276861,AAPL
2024-11-29,146.16,148.62,144.9,147.79,84795061,AAPL
2024-12-02,144.31,146.72,143.11,143.96,101859949,AAPL
2024-12-03,141.91,144.73,141.64,143.04,22027937,AAPL
2024-12-04,146.6,148.8,144.71,145.69,74966480,AAPL
2024-12-05,143.28,146.4,143.14,145.45,38140645,AAPL
2024-12-06,144.2,144.69,143.74,144.25,115721066,AAPL
2024-12-09,143.09,143.68,142.64,143.47,106827918,AAPL
2024-12-10,143.95,146.45,143.89,145.01,74298640,AAPL
2024-12-11,143.51,144.49,142.1,143.32,66484782,AAPL
2024-12-12,147.29,147.88,146.45,147.08,60766917,AAPL
2024-12-13,150.54,152.44,146.46,147.25,37816310,AAPL
2024-12-16,147.7,148.89,146.18,148.16,115458324,AAPL
2024-12-17,154.91,156.12,151.66,153.12,66356107,AAPL
2024-12-18,157.39,159.11,156.22,157.93,31720567,AAPL
2024-12-19,156.56,156.98,156.14,156.76,108386956,AAPL
2024-12-20,155.43,156.88,154.44,155.24,45844912,AAPL
2024-12-23,154.76,156.68,154.27,154.54,117324569,AAPL
2024-12-24,154.14,156.9,152.91,155.0,56961628,AAPL
2024-12-25,157.83,158.57,156.75,157.83,109574206,AAPL
2024-12-26,155.85,156.69,155.13,156.05,72101209,AAPL
2024-12-27,159.47,160.71,155.15,156.16,48057744,AAPL
2024-12-30,153.01,153.73,151.91,153.24,52080429,AAPL
2024-12-31,155.75,157.27,155.72,156.64,38591530,AAPL
2025-01-01,160.01,160.83,158.46,159.65,115297649,AAPL
2025-01-02,156.8,157.41,153.14,154.23,112460011,AAPL
2025-01-03,154.37,156.51,153.8,154.76,82477066,AAPL
2025-01-06,154.54,155.07,153.67,154.25,32637440,AAPL
2025-01-07,153.07,154.96,152.75,154.68,119235765,AAPL
2025-01-08,156.45,156.54,155.23,155.32,95045973,AAPL
2025-01-09,156.35,156.76,154.74,155.31,36886806,AAPL
2025-01-10,158.09,161.38,155.81,156.47,95981490,AAPL
2025-01-13,156.89,157.06,154.68,156.01,33621973,AAPL
2025-01-14,161.08,162.02,158.98,159.19,29952015,AAPL
2025-01-15,163.51,167.55,160.74,161.76,71237116,AAPL
2025-01-16,155.67,159.09,155.23,156.08,82905071,AAPL
2025-01-17,159.17,160.36,156.82,158.53,99304904,AAPL
2025-01-20,157.99,160.56,156.8,158.81,80611357,AAPL
2025-01-21,159.38,160.55,154.97,156.03,35679638,AAPL
2025-01-22,154.42,155.95,153.06,155.18,22190510,AAPL
2025-01-23,155.26,156.29,154.67,156.11,100580720,AAPL
2025-01-24,159.04,159.64,157.36,158.87,82455557,AAPL
2025-01-27,163.67,164.7,161.43,161.92,45980120,AAPL
2025-01-28,159.68,161.77,158.36,161.01,61444016,AAPL
2025-01-29,159.76,161.32,159.22,160.62,85315884,AAPL
2025-01-30,162.67,163.67,161.82,163.5,113006457,AAPL
2025-01-31,166.13,166.57,162.95,163.81,92366078,AAPL
2025-02-03,163.21,163.98,161.3,162.93,44234509,AAPL
2025-02-04,158.07,158.76,156.58,157.91,82011350,AAPL
2025-02-05,159.14,161.44,157.64,159.37,25205274,AAPL
2025-02-06,163.52,163.9,158.33,160.24,40286283,AAPL
2025-02-07,158.25,160.18,157.86,159.34,89612024,AAPL
2025-02-10,160.78,160.91,158.82,159.33,64425963,AAPL
2025-02-11,156.76,157.68,155.45,155.58,29042570,AAPL
2025-02-12,155.86,158.44,155.51,156.78,95294340,AAPL
2025-02-13,161.15,162.32,160.02,160.15,68593986,AAPL
2025-02-14,164.17,165.01,162.0,162.87,93299542,AAPL
2025-02-17,159.85,163.59,159.56,160.68,108178805,AAPL
2025-02-18,160.5,160.96,157.09,158.95,93720967,AAPL
2025-02-19,157.22,158.93,156.62,157.66,59322394,AAPL
2025-02-20,155.13,158.16,154.73,156.63,66976660,AAPL
2025-02-21,157.4,159.17,156.53,157.82,119096500,AAPL
2025-02-24,160.68,163.12,158.61,160.01,36425142,AAPL
2025-02-25,156.95,158.9,156.33,158.14,51742246,AAPL
2025-02-26,157.59,158.76,156.7,156.99,99571954,AAPL
2025-02-27,154.66,156.84,152.3,154.12,47876819,AAPL
2025-02-28,158.72,160.29,157.74,159.87,93002032,AAPL
2025-03-03,157.03,160.27,156.53,157.14,63908806,AAPL
2025-03-04,159.68,161.73,157.97,160.51,59773936,AAPL
2025-03-05,160.79,162.17,160.17,161.29,90099472,AAPL
2025-03-06,162.42,163.17,160.5,162.33,84106453,AAPL
2025-03-07,164.06,164.72,162.31,163.68,46948210,AAPL
2025-03-10,161.41,162.9,160.1,161.89,114146787,AAPL
2025-03-11,163.74,165.95,161.73,164.35,44904412,AAPL
2025-03-12,161.17,161.8,159.31,160.63,95032089,AAPL
2025-03-13,158.17,160.08,157.29,159.9,56722579,AAPL
2025-03-14,163.05,166.2,162.67,162.97,45042646,AAPL
2025-03-17,164.24,165.82,163.2,163.61,87814075,AAPL
2025-03-18,161.44,161.46,159.91,160.62,60831663,AAPL
2025-03-19,158.76,160.95,157.89,158.95,30417033,AAPL
2025-03-20,158.92,161.25,157.16,157.47,70738485,AAPL
2025-03-21,162.28,163.42,160.9,161.8,78598660,AAPL
2025-03-24,162.78,165.63,159.03,161.82,111867554,AAPL
2025-03-25,160.3,162.93,158.42,161.96,62212794,AAPL
2025-03-26,162.02,164.37,161.12,163.66,90148250,AAPL
2025-03-27,164.49,166.79,164.49,166.58,25786219,AAPL
2025-03-28,165.5,166.72,164.81,166.49,94856797,AAPL
2025-03-31,166.58,167.14,164.33,167.12,75786808,AAPL
2025-04-01,162.61,165.14,162.37,164.63,119561712,AAPL
2025-04-02,164.87,165.46,163.45,164.86,85227022,AAPL
2025-04-03,160.29,160.47,159.57,160.33,58094802,AAPL
2025-04-04,160.04,163.93,159.01,161.44,44185075,AAPL
2025-04-07,162.23,163.51,162.21,163.34,32222659,AAPL
2025-04-08,161.29,161.53,159.7,160.97,48918644,AAPL
2025-04-09,160.02,160.94,158.16,159.66,112342077,AAPL
2025-04-10,158.78,158.89,157.55,158.14,94393583,AAPL
2025-04-11,155.0,155.07,153.96,154.49,48581566,AAPL
2025-04-14,155.28,158.16,153.94,156.76,77514829,AAPL
2025-04-15,155.2,156.04,153.09,154.9,56401012,AAPL
2025-04-16,150.38,152.13,150.24,151.64,101486465,AAPL
2025-04-17,150.99,152.69,150.32,150.53,65177731,AAPL
2025-04-18,152.69,153.06,149.24,152.05,35903400,AAPL
2025-04-21,152.05,152.9,149.32,150.61,87066514,AAPL
2025-04-22,150.67,153.22,150.41,151.43,74461563,AAPL
2025-04-23,149.79,151.37,148.32,151.21,67692325,AAPL
2025-04-24,149.96,151.86,148.59,150.99,54874121,AAPL
2025-04-25,151.46,151.61,149.68,151.26,30847335,AAPL
2025-04-28,153.73,155.88,153.01,154.14,110039026,AAPL
2025-04-29,158.65,159.01,156.57,157.14,104562740,AAPL
2025-04-30,157.61,159.72,156.79,159.31,66771909,AAPL
2025-05-01,159.3,160.23,158.72,159.74,106570710,AAPL
2025-05-02,157.53,159.22,157.3,158.73,32825170,AAPL
2025-05-05,156.61,157.43,156.57,156.79,106821550,AAPL
2025-05-06,161.55,162.62,161.14,161.49,65764729,AAPL
2025-05-07,163.86,165.2,163.63,164.1,75401235,AAPL
2025-05-08,163.89,164.3,162.7,163.81,38825838,AAPL
2025-05-09,165.76,165.9,164.15,165.13,49111394,AAPL
2025-05-12,167.69,168.01,164.6,166.1,42828445,AAPL
2025-05-13,170.86,170.94,168.48,170.23,61893307,AAPL
2025-05-14,172.82,177.09,171.63,174.24,118778858,AAPL
2025-05-15,168.21,170.83,168.1,168.57,73348526,AAPL
2025-05-16,172.51,173.49,170.4,171.47,62882097,AAPL
2025-05-19,170.54,172.71,168.4,170.79,99463809,AAPL
2025-05-20,172.72,174.17,170.63,170.95,112865842,AAPL
2025-05-21,168.63,169.68,167.62,168.25,87456059,AAPL
2025-05-22,167.27,167.42,165.49,166.94,27861702,AAPL
2025-05-23,167.66,170.44,164.14,165.98,31080885,AAPL
2025-05-26,165.45,167.67,165.35,167.57,101133651,AAPL
2025-05-27,167.2,169.82,163.27,165.67,30020054,AAPL
2025-05-28,163.28,164.21,159.93,161.56,47447361,AAPL
2025-05-29,160.91,162.61,160.09,161.32,83849809,AAPL
2025-05-30,160.1,160.74,159.63,160.27,84566704,AAPL
2025-06-02,159.38,160.16,158.89,159.09,25306050,AAPL
2025-06-03,160.69,161.24,159.0,159.93,99543226,AAPL
2025-06-04,155.49,156.81,154.55,156.07,39573058,AAPL
2025-06-05,151.92,152.21,150.45,151.59,23852595,AAPL
2025-06-06,152.53,154.37,150.11,151.96,72282891,AAPL
2025-06-09,151.61,154.91,150.51,153.02,59238270,AAPL
2025-06-10,154.41,156.22,151.79,155.29,86357554,AAPL
2025-06-11,156.84,157.63,154.72,155.92,79227939,AAPL
2025-06-12,157.76,159.5,157.73,159.11,98256565,AAPL
2025-06-13,158.45,158.91,156.38,157.74,21518271,AAPL
2025-06-16,160.8,163.66,160.21,161.93,105338276,AAPL
2025-06-17,165.56,166.79,165.33,166.06,24074012,AAPL
2025-06-18,165.46,167.0,164.38,166.84,59160418,AAPL
2025-06-19,165.76,167.86,164.8,166.78,55852223,AAPL
2025-06-20,164.75,166.52,163.29,164.98,41746452,AAPL
2025-06-23,165.57,166.24,164.99,165.67,50228893,AAPL
2025-06-24,163.39,164.55,162.23,164.29,42175471,AAPL
2025-06-25,166.77,167.62,163.79,165.4,119055554,AAPL
2025-06-26,169.03,169.23,167.95,168.71,95087298,AAPL
2025-06-27,170.66,172.2,170.42,170.54,105872271,AAPL
2025-06-30,165.8,167.69,165.68,166.89,115800010,AAPL
2025-07-01,163.05,164.24,160.46,163.52,79187590,AAPL
2025-07-02,168.58,169.42,164.53,166.92,42468755,AAPL
2025-07-03,167.97,170.03,166.78,168.54,46097359,AAPL
2025-07-04,173.03,173.26,172.09,172.29,65684878,AAPL
2025-07-07,177.36,179.59,176.92,178.63,84817681,AAPL
2025-07-08,179.57,180.9,175.77,178.82,28755128,AAPL
2025-07-09,182.13,185.12,177.6,179.27,37449789,AAPL
2025-07-10,179.26,179.67,176.32,176.88,92081879,AAPL
2025-07-11,177.91,179.85,176.64,179.53,72389761,AAPL
2025-07-14,176.9,178.7,174.83,175.83,39821803,AAPL
2025-07-15,172.36,175.97,172.25,174.59,94572623,AAPL
2025-07-16,172.12,173.26,171.16,172.38,90082166,AAPL
2025-07-17,169.69,170.65,166.02,167.83,58858315,AAPL
2025-07-18,166.2,167.99,165.12,165.89,39795558,AAPL
2025-07-21,166.37,168.11,164.12,168.01,82470901,AAPL
2025-07-22,173.45,173.64,170.1,171.48,96894877,AAPL
2025-07-23,173.96,176.03,173.51,174.43,39804691,AAPL
2025-07-24,174.71,175.53,173.8,174.35,43293219,AAPL
2025-07-25,176.72,177.75,174.98,176.91,49752946,AAPL
2025-07-28,177.23,179.44,175.76,176.61,59250350,AAPL
2025-07-29,177.59,179.58,175.03,179.12,116675386,AAPL
2025-07-30,179.14,179.96,176.57,177.77,112498770,AAPL
2025-07-31,176.3,178.9,174.45,175.57,58009048,AAPL
2025-08-01,173.19,175.22,172.45,175.08,75710021,AAPL
2025-08-04,178.36,179.55,174.06,177.72,24833130,AAPL
2025-08-05,181.42,185.75,179.59,182.86,112681377,AAPL
2025-08-06,184.34,188.22,183.14,185.37,71418455,AAPL
2025-08-07,179.95,181.73,177.34,179.07,69674949,AAPL
2025-08-08,180.31,180.57,180.04,180.28,27741349,AAPL
2025-08-11,178.09,180.57,176.44,179.2,111943950,AAPL
2025-08-12,175.49,178.44,172.49,178.04,111382263,AAPL
2025-08-13,179.17,180.24,177.18,178.36,78931944,AAPL
2025-08-14,179.48,181.07,177.74,178.16,99644848,AAPL
2025-08-15,180.1,182.1,178.0,180.3,68063394,AAPL
2025-08-18,180.67,182.42,178.93,182.38,83128401,AAPL
2025-08-19,183.94,184.04,180.41,181.79,39763733,AAPL
2025-08-20,181.41,182.05,178.02,180.39,22076411,AAPL
2025-08-21,188.48,189.76,184.46,185.26,98610876,AAPL
2025-08-22,184.53,185.97,184.37,185.82,90713403,AAPL
2025-08-25,180.5,183.68,179.19,182.3,94280148,AAPL
2025-08-26,182.6,185.9,182.0,184.24,97170278,AAPL
2025-08-27,191.79,192.6,186.66,190.09,44722409,AAPL
2025-08-28,192.84,194.16,191.92,193.58,109308509,AAPL
2025-08-29,197.42,199.78,195.54,199.46,31623633,AAPL
2025-09-01,199.23,201.98,197.71,198.04,45668384,AAPL
2025-09-02,200.71,201.19,198.11,198.36,90572779,AAPL
