date,open,high,low,close,volume
2024-05-29,178.25,181.45,176.35,180.82,34168647
2024-05-30,179.45,179.76,176.0,176.6,24356475
2024-05-31,170.47,171.39,169.36,169.77,76429229
2024-06-03,166.57,170.48,165.48,168.21,35691396
2024-06-04,169.57,173.39,168.42,172.45,107876289
2024-06-05,175.14,178.81,172.52,173.24,20796188
2024-06-06,168.95,171.28,167.8,169.99,91581061
2024-06-07,166.29,169.6,165.95,167.84,32095785
2024-06-10,167.95,170.31,166.45,169.99,72991652
2024-06-11,169.41,171.29,168.75,170.61,52984617
2024-06-12,169.95,170.26,169.34,169.64,73760871
2024-06-13,173.42,177.85,171.42,172.63,46634048
2024-06-14,174.25,175.27,173.42,173.5,118420620
2024-06-17,173.19,174.63,172.48,172.57,107860135
2024-06-18,172.17,173.98,169.93,172.65,98935668
2024-06-19,173.98,174.78,172.34,173.56,59809893
2024-06-20,176.47,177.17,175.11,177.03,83305532
2024-06-21,176.58,178.6,172.55,174.25,67897162
2024-06-24,173.28,174.42,171.24,173.99,74199938
2024-06-25,174.14,175.9,173.31,173.31,105795407
2024-06-26,166.45,168.58,165.71,168.22,36229759
2024-06-27,167.82,168.39,166.0,166.61,92687428
2024-06-28,162.92,164.25,161.95,162.7,58353044
2024-07-01,163.59,164.0,161.94,163.05,89826779
2024-07-02,163.48,164.14,160.61,162.64,113367933
2024-07-03,163.85,166.03,163.06,163.42,66135624
2024-07-04,164.78,165.77,163.96,164.13,94362541
2024-07-05,161.03,162.27,158.41,160.25,59096301
2024-07-08,159.43,160.94,159.06,160.28,78602402
2024-07-09,162.01,162.75,161.18,161.43,88814837
2024-07-10,164.01,164.52,163.77,163.78,91726912
2024-07-11,162.37,164.17,161.55,163.9,34726538
2024-07-12,164.7,165.56,160.94,162.48,26846533
2024-07-15,163.23,163.23,162.51,163.13,93364186
2024-07-16,166.98,168.69,164.31,166.51,22687654
2024-07-17,166.83,168.02,165.36,167.16,76408761
2024-07-18,163.29,163.42,162.54,163.01,67983588
2024-07-19,164.91,166.26,162.12,164.29,21556423
2024-07-22,164.93,167.57,163.53,164.46,87442315
2024-07-23,165.68,167.24,164.53,164.56,87689038
2024-07-24,161.21,163.61,159.48,163.59,55241479
2024-07-25,166.38,167.39,162.91,163.75,111404590
2024-07-26,165.55,165.82,162.06,164.06,107204875
2024-07-29,160.73,160.98,159.1,160.6,25732328
2024-07-30,162.37,162.98,161.94,162.62,79934273
2024-07-31,161.03,163.89,159.81,161.96,72720953
2024-08-01,159.8,162.42,156.79,161.7,72532535
2024-08-02,161.69,163.39,159.05,160.81,90878668
2024-08-05,166.48,168.88,163.96,164.36,70638771
2024-08-06,166.22,167.58,166.19,166.99,98068209
2024-08-07,171.39,172.92,170.71,170.81,33371811
2024-08-08,166.18,170.79,164.9,170.08,99379141
2024-08-09,165.6,167.92,164.58,166.64,59850068
2024-08-12,165.92,168.25,163.38,165.97,97013514
2024-08-13,167.61,169.04,166.61,168.87,72300511
2024-08-14,173.41,175.05,170.09,172.17,67725099
2024-08-15,170.06,171.26,169.4,170.02,37159863
2024-08-16,171.4,173.81,170.37,173.37,44674256
2024-08-19,171.74,173.8,168.77,169.72,31696732
2024-08-20,167.21,169.98,166.56,169.52,64662110
2024-08-21,171.81,172.33,167.85,169.85,81332054
2024-08-22,175.27,175.59,173.59,173.76,56079645
2024-08-23,170.03,170.78,167.13,168.95,89090859
2024-08-26,167.36,168.2,164.78,165.27,79041012
2024-08-27,158.15,160.49,156.81,159.66,27914683
2024-08-28,157.03,157.48,155.38,157.28,68873373
2024-08-29,153.44,154.15,151.91,152.53,35912040
2024-08-30,153.91,154.23,152.93,153.42,47046838
2024-09-02,152.82,153.52,150.4,150.72,37822711
2024-09-03,150.01,151.32,148.16,149.13,76870306
2024-09-04,152.93,154.84,150.53,153.83,51759468
2024-09-05,153.63,155.68,152.45,154.92,116651333
2024-09-06,154.61,157.78,153.19,153.61,70463760
2024-09-09,153.89,155.02,153.03,154.83,53067699
2024-09-10,156.3,159.19,155.11,156.28,41163574
2024-09-11,157.75,159.52,156.98,159.11,55794709
2024-09-12,158.25,158.47,154.45,157.32,28296134
2024-09-13,158.68,159.46,156.71,157.93,47832842
2024-09-16,155.88,158.22,154.68,157.9,51374914
2024-09-17,156.92,158.56,155.3,157.66,113996756
2024-09-18,156.27,158.02,154.4,156.62,41892490
2024-09-19,158.28,159.28,156.77,158.59,103401544
2024-09-20,160.13,160.65,157.88,160.39,59143611
2024-09-23,156.39,158.27,155.7,156.6,104197040
2024-09-24,153.72,155.27,153.63,154.91,80830351
2024-09-25,155.24,155.64,154.03,154.66,65939711
2024-09-26,155.54,157.86,155.41,156.55,87938514
2024-09-27,154.48,157.64,153.58,157.12,56792745
2024-09-30,158.43,159.73,157.95,159.21,87023013
2024-10-01,158.86,159.03,158.58,158.75,77891546
2024-10-02,158.46,159.07,156.24,157.51,60578598
2024-10-03,156.38,161.34,153.84,157.99,92507959
2024-10-04,161.57,161.92,161.18,161.26,88674021
2024-10-07,159.24,162.2,158.06,159.67,47818106
2024-10-08,160.69,161.33,158.11,158.75,113295990
2024-10-09,156.89,158.5,154.69,157.05,91848994
2024-10-10,157.11,157.31,156.68,156.82,33756877
2024-10-11,161.44,161.77,158.17,159.17,62506995
2024-10-14,158.03,159.85,157.87,159.19,69845451
2024-10-15,154.88,161.0,153.02,158.78,74572007
2024-10-16,154.92,158.84,152.43,157.88,90924278
2024-10-17,152.75,157.05,152.55,155.05,108769774
2024-10-18,153.51,155.23,153.08,154.43,61228893
2024-10-21,146.29,148.76,145.17,147.94,67312978
2024-10-22,149.72,150.09,146.76,148.5,24478467
2024-10-23,147.21,148.67,146.62,147.21,35711414
2024-10-24,148.53,149.42,147.93,148.39,28511312
2024-10-25,148.53,152.2,147.74,148.48,103152772
2024-10-28,146.48,149.28,146.03,148.39,109867169
2024-10-29,149.94,151.07,145.79,146.55,31837871
2024-10-30,150.14,152.67,147.99,148.66,50511225
2024-10-31,152.17,152.66,148.51,150.69,59092244
2024-11-01,147.68,148.7,147.07,147.82,57616530
2024-11-04,146.93,150.39,146.36,148.11,95643143
2024-11-05,150.31,151.76,149.52,151.6,50900451
2024-11-06,154.08,156.01,150.33,152.05,102299127
2024-11-07,151.26,152.16,149.26,149.92,111210285
2024-11-08,146.0,146.41,144.56,145.76,52776302
2024-11-11,147.88,150.26,146.09,148.85,41471784
2024-11-12,146.29,146.41,145.77,145.91,100286503
2024-11-13,142.14,142.85,140.85,141.59,37883543
2024-11-14,142.93,144.9,142.29,143.85,41651957
2024-11-15,144.44,145.24,143.59,145.12,35539661
2024-11-18,144.59,146.76,143.95,145.23,119536323
2024-11-19,145.44,146.51,144.51,146.09,106734765
2024-11-20,144.15,148.81,143.77,145.87,60677511
2024-11-21,145.42,147.94,144.98,146.97,43055217
2024-11-22,149.32,151.46,146.51,147.14,86033855
2024-11-25,148.9,150.13,147.3,147.6,101149576
2024-11-26,147.81,147.86,146.5,147.66,100857640
2024-11-27,148.45,150.4,147.09,148.9,23345657
2024-11-28,146.56,147.51,144.86,147.39,48276861
2024-11-29,146.16,148.62,144.9,147.79,84795061
2024-12-02,144.31,146.72,143.11,143.96,101859949
2024-12-03,141.91,144.73,141.64,143.04,22027937
2024-12-04,146.6,148.8,144.71,145.69,74966480
2024-12-05,143.28,146.4,143.14,145.45,38140645
2024-12-06,144.2,144.69,143.74,144.25,115721066
2024-12-09,143.09,143.68,142.64,143.47,106827918
2024-12-10,143.95,146.45,143.89,145.01,74298640
2024-12-11,143.51,144.49,142.1,143.32,66484782
2024-12-12,147.29,147.88,146.45,147.08,60766917
2024-12-13,150.54,152.44,146.46,147.25,37816310
2024-12-16,147.7,148.89,146.18,148.16,115458324
2024-12-17,154.91,156.12,151.66,153.12,66356107
2024-12-18,157.39,159.11,156.22,157.93,31720567
2024-12-19,156.56,156.98,156.14,156.76,108386956
2024-12-20,155.43,156.88,154.44,155.24,45844912
2024-12-23,154.76,156.68,154.27,154.54,117324569
2024-12-24,154.14,156.9,152.91,155.0,56961628
2024-12-25,157.83,158.57,156.75,157.83,109574206
2024-12-26,155.85,156.69,155.13,156.05,72101209
2024-12-27,159.47,160.71,155.15,156.16,48057744
2024-12-30,153.01,153.73,151.91,153.24,52080429
2024-12-31,155.75,157.27,155.72,156.64,38591530
2025-01-01,160.01,160.83,158.46,159.65,115297649
2025-01-02,156.8,157.41,153.14,154.23,112460011
2025-01-03,154.37,156.51,153.8,154.76,82477066
2025-01-06,154.54,155.07,153.67,154.25,32637440
2025-01-07,153.07,154.96,152.75,154.68,119235765
2025-01-08,156.45,156.54,155.23,155.32,95045973
2025-01-09,156.35,156.76,154.74,155.31,36886806
2025-01-10,158.09,161.38,155.81,156.47,95981490
2025-01-13,156.89,157.06,154.68,156.01,33621973
2025-01-14,161.08,162.02,158.98,159.19,29952015
2025-01-15,163.51,167.55,160.74,161.76,71237116
2025-01-16,155.67,159.09,155.23,156.08,82905071
2025-01-17,159.17,160.36,156.82,158.53,99304904
2025-01-20,157.99,160.56,156.8,158.81,80611357
2025-01-21,159.38,160.55,154.97,156.03,35679638
2025-01-22,154.42,155.95,153.06,155.18,22190510
2025-01-23,155.26,156.29,154.67,156.11,100580720
2025-01-24,159.04,159.64,157.36,158.87,82455557
2025-01-27,163.67,164.7,161.43,161.92,45980120
2025-01-28,159.68,161.77,158.36,161.01,61444016
2025-01-29,159.76,161.32,159.22,160.62,85315884
2025-01-30,162.67,163.67,161.82,163.5,113006457
2025-01-31,166.13,166.57,162.95,163.81,92366078
2025-02-03,163.21,163.98,161.3,162.93,44234509
2025-02-04,158.07,158.76,156.58,157.91,82011350
2025-02-05,159.14,161.44,157.64,159.37,25205274
2025-02-06,163.52,163.9,158.33,160.24,40286283
2025-02-07,158.25,160.18,157.86,159.34,89612024
2025-02-10,160.78,160.91,158.82,159.33,64425963
2025-02-11,156.76,157.68,155.45,155.58,29042570
2025-02-12,155.86,158.44,155.51,156.78,95294340
2025-02-13,161.15,162.32,160.02,160.15,68593986
2025-02-14,164.17,165.01,162.0,162.87,93299542
2025-02-17,159.85,163.59,159.56,160.68,108178805
2025-02-18,160.5,160.96,157.09,158.95,93720967
2025-02-19,157.22,158.93,156.62,157.66,59322394
2025-02-20,155.13,158.16,154.73,156.63,66976660
2025-02-21,157.4,159.17,156.53,157.82,119096500
2025-02-24,160.68,163.12,158.61,160.01,36425142
2025-02-25,156.95,158.9,156.33,158.14,51742246
2025-02-26,157.59,158.76,156.7,156.99,99571954
2025-02-27,154.66,156.84,152.3,154.12,47876819
2025-02-28,158.72,160.29,157.74,159.87,93002032
2025-03-03,157.03,160.27,156.53,157.14,63908806
2025-03-04,159.68,161.73,157.97,160.51,59773936
2025-03-05,160.79,162.17,160.17,161.29,90099472
2025-03-06,162.42,163.17,160.5,162.33,84106453
2025-03-07,164.06,164.72,162.31,163.68,46948210
2025-03-10,161.41,162.9,160.1,161.89,114146787
2025-03-11,163.74,165.95,161.73,164.35,44904412
2025-03-12,161.17,161.8,159.31,160.63,95032089
2025-03-13,158.17,160.08,157.29,159.9,56722579
2025-03-14,163.05,166.2,162.67,162.97,45042646
2025-03-17,164.24,165.82,163.2,163.61,87814075
2025-03-18,161.44,161.46,159.91,160.62,60831663
2025-03-19,158.76,160.95,157.89,158.95,30417033
2025-03-20,158.92,161.25,157.16,157.47,70738485
2025-03-21,162.28,163.42,160.9,161.8,78598660
2025-03-24,162.78,165.63,159.03,161.82,111867554
2025-03-25,160.3,162.93,158.42,161.96,62212794
2025-03-26,162.02,164.37,161.12,163.66,90148250
2025-03-27,164.49,166.79,164.49,166.58,25786219
2025-03-28,165.5,166.72,164.81,166.49,94856797
2025-03-31,166.58,167.14,164.33,167.12,75786808
2025-04-01,162.61,165.14,162.37,164.63,119561712
2025-04-02,164.87,165.46,163.45,164.86,85227022
2025-04-03,160.29,160.47,159.57,160.33,58094802
2025-04-04,160.04,163.93,159.01,161.44,44185075
2025-04-07,162.23,163.51,162.21,163.34,32222659
2025-04-08,161.29,161.53,159.7,160.97,48918644
2025-04-09,160.02,160.94,158.16,159.66,112342077
2025-04-10,158.78,158.89,157.55,158.14,94393583
2025-04-11,155.0,155.07,153.96,154.49,48581566
2025-04-14,155.28,158.16,153.94,156.76,77514829
2025-04-15,155.2,156.04,153.09,154.9,56401012
2025-04-16,150.38,152.13,150.24,151.64,101486465
2025-04-17,150.99,152.69,150.32,150.53,65177731
2025-04-18,152.69,153.06,149.24,152.05,35903400
2025-04-21,152.05,152.9,149.32,150.61,87066514
2025-04-22,150.67,153.22,150.41,151.43,74461563
2025-04-23,149.79,151.37,148.32,151.21,67692325
2025-04-24,149.96,151.86,148.59,150.99,54874121
2025-04-25,151.46,151.61,149.68,151.26,30847335
2025-04-28,153.73,155.88,153.01,154.14,110039026
2025-04-29,158.65,159.01,156.57,157.14,104562740
2025-04-30,157.61,159.72,156.79,159.31,66771909
2025-05-01,159.3,160.23,158.72,159.74,106570710
2025-05-02,157.53,159.22,157.3,158.73,32825170
2025-05-05,156.61,157.43,156.57,156.79,106821550
2025-05-06,161.55,162.62,161.14,161.49,65764729
2025-05-07,163.86,165.2,163.63,164.1,75401235
2025-05-08,163.89,164.3,162.7,163.81,38825838
2025-05-09,165.76,165.9,164.15,165.13,49111394
2025-05-12,167.69,168.01,164.6,166.1,42828445
2025-05-13,170.86,170.94,168.48,170.23,61893307
2025-05-14,172.82,177.09,171.63,174.24,118778858
2025-05-15,168.21,170.83,168.1,168.57,73348526
2025-05-16,172.51,173.49,170.4,171.47,62882097
2025-05-19,170.54,172.71,168.4,170.79,99463809
2025-05-20,172.72,174.17,170.63,170.95,112865842
2025-05-21,168.63,169.68,167.62,168.25,87456059
2025-05-22,167.27,167.42,165.49,166.94,27861702
2025-05-23,167.66,170.44,164.14,165.98,31080885
2025-05-26,165.45,167.67,165.35,167.57,101133651
2025-05-27,167.2,169.82,163.27,165.67,30020054
2025-05-28,163.28,164.21,159.93,161.56,47447361
2025-05-29,160.91,162.61,160.09,161.32,83849809
2025-05-30,160.1,160.74,159.63,160.27,84566704
2025-06-02,159.38,160.16,158.89,159.09,25306050
2025-06-03,160.69,161.24,159.0,159.93,99543226
2025-06-04,155.49,156.81,154.55,156.07,39573058
2025-06-05,151.92,152.21,150.45,151.59,23852595
2025-06-06,152.53,154.37,150.11,151.96,72282891
2025-06-09,151.61,154.91,150.51,153.02,59238270
2025-06-10,154.41,156.22,151.79,155.29,86357554
2025-06-11,156.84,157.63,154.72,155.92,79227939
2025-06-12,157.76,159.5,157.73,159.11,98256565
2025-06-13,158.45,158.91,156.38,157.74,21518271
2025-06-16,160.8,163.66,160.21,161.93,105338276
2025-06-17,165.56,166.79,165.33,166.06,24074012
2025-06-18,165.46,167.0,164.38,166.84,59160418
2025-06-19,165.76,167.86,164.8,166.78,55852223
2025-06-20,164.75,166.52,163.29,164.98,41746452
2025-06-23,165.57,166.24,164.99,165.67,50228893
2025-06-24,163.39,164.55,162.23,164.29,42175471
2025-06-25,166.77,167.62,163.79,165.4,119055554
2025-06-26,169.03,169.23,167.95,168.71,95087298
2025-06-27,170.66,172.2,170.42,170.54,105872271
2025-06-30,165.8,167.69,165.68,166.89,115800010
2025-07-01,163.05,164.24,160.46,163.52,79187590
2025-07-02,168.58,169.42,164.53,166.92,42468755
2025-07-03,167.97,170.03,166.78,168.54,46097359
2025-07-04,173.03,173.26,172.09,172.29,65684878
2025-07-07,177.36,179.59,176.92,178.63,84817681
2025-07-08,179.57,180.9,175.77,178.82,28755128
2025-07-09,182.13,185.12,177.6,179.27,37449789
2025-07-10,179.26,179.67,176.32,176.88,92081879
2025-07-11,177.91,179.85,176.64,179.53,72389761
2025-07-14,176.9,178.7,174.83,175.83,39821803
2025-07-15,172.36,175.97,172.25,174.59,94572623
2025-07-16,172.12,173.26,171.16,172.38,90082166
2025-07-17,169.69,170.65,166.02,167.83,58858315
2025-07-18,166.2,167.99,165.12,165.89,39795558
2025-07-21,166.37,168.11,164.12,168.01,82470901
2025-07-22,173.45,173.64,170.1,171.48,96894877
2025-07-23,173.96,176.03,173.51,174.43,39804691
2025-07-24,174.71,175.53,173.8,174.35,43293219
2025-07-25,176.72,177.75,174.98,176.91,49752946
2025-07-28,177.23,179.44,175.76,176.61,59250350
2025-07-29,177.59,179.58,175.03,179.12,116675386
2025-07-30,179.14,179.96,176.57,177.77,112498770
2025-07-31,176.3,178.9,174.45,175.57,58009048
2025-08-01,173.19,175.22,172.45,175.08,75710021
2025-08-04,178.36,179.55,174.06,177.72,24833130
2025-08-05,181.42,185.75,179.59,182.86,112681377
2025-08-06,184.34,188.22,183.14,185.37,71418455
2025-08-07,179.95,181.73,177.34,179.07,69674949
2025-08-08,180.31,180.57,180.04,180.28,27741349
2025-08-11,178.09,180.57,176.44,179.2,111943950
2025-08-12,175.49,178.44,172.49,178.04,111382263
2025-08-13,179.17,180.24,177.18,178.36,78931944
2025-08-14,179.48,181.07,177.74,178.16,99644848
2025-08-15,180.1,182.1,178.0,180.3,68063394
2025-08-18,180.67,182.42,178.93,182.38,83128401
2025-08-19,183.94,184.04,180.41,181.79,39763733
2025-08-20,181.41,182.05,178.02,180.39,22076411
2025-08-21,188.48,189.76,184.46,185.26,98610876
2025-08-22,184.53,185.97,184.37,185.82,90713403
2025-08-25,180.5,183.68,179.19,182.3,94280148
2025-08-26,182.6,185.9,182.0,184.24,97170278
2025-08-27,191.79,192.6,186.66,190.09,44722409
2025-08-28,192.84,194.16,191.92,193.58,109308509
2025-08-29,197.42,199.78,195.54,199.46,31623633
2025-09-01,199.23,201.98,197.71,198.04,45668384
2025-09-02,200.71,201.19,198.11,198.36,90572779
2025-09-03,208.77,208.82,205.6,206.01,95238049
2025-09-04,206.01,208.38,201.87,204.96,49887419
2025-09-05,200.96,201.85,198.03,199.75,66863270
2025-09-08,205.42,206.66,203.53,204.44,100118820
2025-09-09,200.68,204.03,199.41,202.64,74977507
2025-09-10,207.75,208.94,205.5,208.87,105062026
2025-09-11,211.4,213.8,210.47,213.53,110157076
2025-09-12,209.91,209.93,209.13,209.92,79026166
2025-09-15,206.29,206.71,204.61,204.86,93004241
2025-09-16,204.88,206.32,204.69,206.28,59846022
2025-09-17,202.61,205.31,201.68,203.53,27887263
2025-09-18,206.49,206.99,204.3,204.97,99775322
2025-09-19,212.0,212.62,208.27,209.43,95889702
2025-09-22,209.08,210.15,205.06,207.62,68869997
2025-09-23,209.86,213.14,209.24,210.37,110009121
2025-09-24,214.61,215.26,211.9,213.53,46043566
2025-09-25,209.26,212.1,209.12,211.34,104465460
2025-09-26,216.32,217.15,211.72,212.29,41037961
2025-09-29,213.17,213.67,211.22,211.4,114749054
2025-09-30,208.54,214.33,207.33,212.65,79149090
2025-10-01,215.25,216.82,211.7,215.1,73725806
2025-10-02,215.69,218.38,213.91,214.23,22189269
2025-10-03,213.42,219.76,211.0,216.61,65654372
2025-10-06,216.93,218.41,215.07,217.05,101371059
2025-10-07,216.76,219.78,214.37,219.45,67177235
2025-10-08,220.21,222.47,218.71,219.84,69765136
2025-10-09,217.56,219.74,216.24,218.75,71333377
2025-10-10,212.86,213.53,211.11,212.52,71609165
2025-10-13,206.8,208.75,204.93,208.12,69151451
2025-10-14,201.24,203.25,200.98,201.68,45705486
2025-10-15,211.93,212.03,209.27,210.44,45011403
2025-10-16,210.85,213.15,208.06,211.93,111660928
2025-10-17,210.88,212.42,208.79,209.48,68691515
2025-10-20,209.28,210.55,205.5,207.4,36285567
2025-10-21,208.1,210.19,207.73,209.8,27797084
2025-10-22,207.41,214.38,207.12,209.07,104359826
2025-10-23,204.16,209.74,204.04,208.81,74116093
2025-10-24,213.94,217.51,211.69,212.89,50105349
2025-10-27,212.32,213.87,211.01,211.35,51348743
2025-10-28,208.68,211.66,207.81,210.75,87899385
2025-10-29,209.07,211.24,207.42,210.03,118025835
2025-10-30,214.54,215.46,214.19,214.3,27082071
2025-10-31,215.94,222.98,215.67,218.23,81588775
2025-11-03,220.77,221.11,217.01,218.35,85987746
2025-11-04,223.39,225.41,217.79,221.67,65646444
2025-11-05,218.76,220.96,218.04,219.78,57786596
2025-11-06,222.65,224.12,220.38,220.83,82979501
2025-11-07,222.19,223.56,220.04,222.06,76283197
2025-11-10,224.53,226.11,222.62,224.33,84318361
2025-11-11,217.73,218.81,214.42,214.63,67690614
2025-11-12,216.96,218.56,212.0,214.56,44784881
2025-11-13,213.79,214.95,210.6,211.76,101007010
2025-11-14,212.01,213.26,210.89,212.18,31593487
2025-11-17,213.3,215.78,212.45,212.64,81140647
2025-11-18,215.46,217.0,214.05,216.72,113677612
2025-11-19,220.67,222.42,217.48,218.94,85314854
2025-11-20,222.27,223.47,220.02,221.18,54107761
2025-11-21,222.19,224.49,220.14,222.33,29462517
2025-11-24,228.89,228.91,227.11,228.33,21201073
2025-11-25,225.88,228.29,224.81,226.29,39420583
2025-11-26,227.19,228.27,225.63,227.54,60077039
2025-11-27,225.18,226.76,222.73,224.23,54410011
2025-11-28,232.44,233.01,229.52,229.93,27158158
2025-12-01,227.6,228.44,224.31,226.74,27308209
2025-12-02,231.53,233.02,230.96,231.34,83373925
2025-12-03,224.91,228.13,222.23,223.24,109566421
2025-12-04,227.8,228.98,224.9,226.86,84241574
2025-12-05,222.72,223.64,219.65,221.73,66463704
2025-12-08,219.73,224.0,213.29,222.79,71701107
2025-12-09,225.78,230.63,220.25,225.5,49218376
2025-12-10,223.67,227.02,222.55,225.3,47566885
2025-12-11,222.86,223.2,221.77,222.06,42620763
2025-12-12,213.3,217.3,212.08,215.64,43148758
2025-12-15,215.26,216.52,211.5,213.35,60090983
2025-12-16,210.39,211.68,208.16,210.96,78592465
2025-12-17,212.59,217.02,211.3,214.48,27991869
2025-12-18,209.86,214.28,207.83,212.9,74117224
2025-12-19,211.13,213.1,210.69,212.0,25515946
2025-12-22,206.51,211.48,206.1,209.42,58576567
2025-12-23,206.44,207.37,205.39,207.25,86148591
2025-12-24,210.49,210.66,208.01,208.05,61062659
